id,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Max Speed (km/hr),Track Gauge (mm),Overhead?,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2023 $),Cost/km (2023 $),Source2,Reference,TrainType
1452,FR,Saint-Etienne,Tramway 3,extension,2017,2019,0,4.3,0,0,0,4.3,8,,60,1435,1,https://www.saint-etienne-metropole.fr/projets/grands-projets/3eme-ligne-de-tramway,75,USD,2018,1.322460941,99.18457058,23.06617921,0,0,0,0,1.08697063,107.8107152,25.07225935,pt,,Tramway
1453,US,Salt Lake City,S-Line,initial,2012,2013,0,4.41,0,0,0,4.41,7,,40,1435,1,http://kcpw.org/blog/local-news/2010-10-20/streetcar-line-gets-massive-boost-from-dot/,55,USD,2013,1,55,12.47165533,0,0,0,1,1.171658006,64.44119032,14.61251481,pt,,Streetcar
1454,US,Salt Lake City,FrontRunner,initial,2004,2008,1,44,0,0,0,44,7,,127,1435,0,https://www.transit.dot.gov/sites/fta.dot.gov/files/2013-Utah-Salt-Lake-City-FrontRunner-North.pdf,614,USD,2006,1,614,13.95454545,0,0,0,1,1.353898482,831.2936682,18.89303791,pt,,Commuter Rail
1455,US,San Bernardino,Arrow Redlands,Passenger Rail,2019,2022,1,14.5,0,0,0,14.5,4,,130,1435,0,https://www.gosbcta.com/project/redlands-passenger-rail-project-arrow/,328.6,USD,2021,1,328.6,22.66206897,0,0,0,1,1.007292077,330.9961765,22.82732251,pt,,Light Rail
1456,US,San Diego,Green Line,,2002,2005,1,9.250209518,0.1297267913,1.2,2.050209518,6,4,,90,1435,1,"https://www.lightrailnow.org/news/n_sd_2005-01.htm#:~:text=The%20new%205.8%2Dmile%2Dlong,)%2C%20cost%20$506%20million%20%E2%80%93%20about",495,USD,2004,1,495,53.51230143,0,0,0,1,1.444922891,715.2368309,77.32114927,pt,,Light Rail
1457,US,San Francisco,Eastridge to BART Regional Connector Capitol Expressway Light Rail,Eastridge to BART Regional Connector Capitol Expressway Light Rail,2021,2026,0,4.031752214,0,0,0,4.031752214,3,,80,1435,1,https://www.vta.org/projects/eastridge-bart-regional-connector,530,USD,2024,1,530,131.4564913,0,0,0,1,0.9849825932,522.0407744,129.4823557,pt,,MRT
1458,US,San Francisco,Valley Link,Valley Link,2025,2028,0,67.5924,0,0,0,67.5924,7,,100,1435,1,https://www.valleylinkrail.com/valleylink-project,3600,USD,2027,1,3600,53.26042573,0,0,0,1,0.9425199756,3393.071912,50.19901516,pt,,Commuter Rail
1459,US,San Francisco,SMART Train,SMART Train Phase 1,2012,2017,1,72,0,0,0,72,12,,127,1435,0,,400,USD,2015,1,400,5.555555556,0,0,0,1,1.151588005,460.6352018,6.397711136,pt,https://www.sfchronicle.com/opinion/article/The-SMART-train-is-building-a-new-Northern-17416483.php,Commuter Rail
1460,US,Santa Ana,OC Streetcar,OC Streetcar Santa Ana/Garden Grove,2018,2025,0,7.622107818,0,0,0,7.622107818,10,,70,1435,1,http://www.octa.net/Projects-and-Programs/All-Projects/Rail-Projects/OC-Streetcar/,408,USD,2022,1,408,53.52850022,0,0,0,1,1.015482418,414.3168267,54.35725085,pt,,Streetcar
1461,US,Santa Clara,Green Line,Extension,2012,2018,0,11.1045,0,0,0,11.1045,2,,80,1435,1,https://web.archive.org/web/20190703112707/http://www.vta.org:80/projects-and-programs/transit/vasona-light-rail-extension-project,355,USD,2015,1,355,31.96902157,0,0,0,1,1.151588005,408.8137416,36.81514175,pt,,Light Rail
1462,US,Santa Cruz,Santa Cruz Branch Rail Line,Capitola,2018,2020,1,10.626,0,0,0,10.626,6,,90,1435,1,https://sccrtc.org/wp-content/uploads/2016/02/RailTransitStudy_FullDoc.pdf,22.7,USD,2019,1,22.7,2.136269528,0,0,0,1,1.067625506,24.23509899,2.280735836,pt,,Light Rail
1463,US,Santa Cruz,Santa Cruz Branch Rail Line,Watsonville to SC,2018,2020,1,33.005,0,0,0,33.005,6,,90,1435,1,https://sccrtc.org/wp-content/uploads/2016/02/RailTransitStudy_FullDoc.pdf,40.4,USD,2019,1,40.4,1.224056961,0,0,0,1,1.067625506,43.13207045,1.306834433,pt,,Light Rail
1464,US,Santa Cruz,Santa Cruz Branch Rail Line,Aptos to Westside SC,2018,2020,1,15.456,0,0,0,15.456,9,,90,1435,1,https://sccrtc.org/wp-content/uploads/2016/02/RailTransitStudy_FullDoc.pdf,27.8,USD,2019,1,27.8,1.798654244,0,0,0,1,1.067625506,29.67998908,1.920289148,pt,,Light Rail
1465,US,Santa Cruz,Santa Cruz Branch Rail Line,Pajaro to West SC,2018,2020,1,12.1716,0,0,0,12.1716,10,,90,1435,1,https://sccrtc.org/wp-content/uploads/2016/02/RailTransitStudy_FullDoc.pdf,40.9,USD,2019,1,40.9,3.360281311,0,0,0,1,1.067625506,43.66588321,3.587522036,pt,,Light Rail
1466,CL,Santiago,Line 7,initial,2023,2027,0,24.8,1,24.8,0,0,19,,90,1435,1,https://www.latercera.com/noticia/asi-sera-linea-7-metro-santiago/,2202267.2,CHP,2025,0.002255218362,4966.593428,200.265864,0,0,0,0,0.9704095582,4819.629734,194.3399086,pt,,MRT
1467,PT,Lisbon,LIOS,,2024,2027,0,20.13895979,0,0,0,20.13895979,22,,60,1435,1,https://www.railwaygazette.com/projects-and-planning/lios-light-rail-extensions-proposed-in-lisboa/59546.article,460,EUR,2026,1.798205391,827.1744799,41.0733468,1,20.13895979,0,0,0.9562614586,790.9950747,39.27685852,pt,,Light Rail
1468,PT,Porto,Line G,Linha Rosa - G,2021,2023,0,3.1,1,3.1,0,0,2,,100,1435,1,https://www.railjournal.com/passenger/light-rail/porto-metro-awards-light-rail-construction-contracts/,181,EUR,2022,1.798205391,325.4751758,104.9919922,1,3.1,3.1,0,1.015482418,330.5143186,106.6175221,pt,,MRT
1469,CL,Santiago,Line 2 Extension: Puente Cal y Canto — Cerro Blanco,Extension,2001,2004,0.00,1.6,1,1.6,0,0,2.00,,85,1435,0,eno,33516,CHP,2003,0.003244137324,108.7305066,67.95656659,0,0,0,0,1.483401816,161.2910308,100.8068943,eno,,MRT
1470,CL,Santiago,Line 5 Extension: Santa Ana — Quinta Normal,Extension,2001,2004,0.00,1.9,1,1.9,0,0,2.00,,85,1435,0,eno,19434,CHP,2003,0.003244137324,63.04559151,33.18189027,0,0,0,0,1.483401816,93.52194491,49.22207627,eno,,MRT
1471,CL,Santiago,Line 2 Extension: Lo Ovalle — La Cisterna,Extension,2002,2004,0.00,2.1,1,2.1,0,0,2.00,,85,1435,0,eno,35923,CHP,2003,0.003244137324,116.5388207,55.49467651,0,0,0,0,1.483401816,172.8738982,82.32090389,eno,,MRT
1472,CL,Santiago,Line 5 Extension: Baquedano — Santa Ana,Extension,1997,2000,0.00,2.7,1,2.7,0,0,2.00,,85,1435,0,eno,114260,CHP,1999,0.003520473415,402.2492924,148.9812194,0,0,0,0,1.638330937,659.0174601,244.0805408,eno,,MRT
1473,CL,Santiago,Line 2 Extension: Einstein — Vespucio Norte,Extension,2004,2006,0.00,3.6,1,3.6,0,0,3.00,,85,1435,0,eno,90472,CHP,2005,0.002996793431,271.1258953,75.31274869,0,0,0,0,1.397572627,378.9181297,105.255036,eno,,MRT
1474,CL,Santiago,Line 1 Extension: Escuela Militar — Los Dominicos,Extension,2006,2010,0.00,4.0,1,4,0,0,3.00,,85,1435,0,eno,117030,CHP,2008,0.00293771314,343.8005688,85.9501422,0,0,0,0,1.267729358,435.8460745,108.9615186,eno,,MRT
1475,CL,Santiago,Line 4A: Vicuña Mackenna — La Cisterna,initial,2002,2006,0.00,7.7,0,0,0,7.7,6.00,,85,1435,1,eno,90000,CHP,2004,0.003112571202,280.1314081,36.38070236,0,0,0,0,1.444922891,404.7682841,52.56730962,eno,,MRT
1476,CL,Santiago,Line 6: Cerrillos — Los Leones,initial,2012,2017,0.00,15.3,1,15.3,0,0,10.00,,85,1435,1,eno,756000,CHP,2015,0.002556375356,1932.619769,126.3150176,0,0,0,0,1.151588005,2225.581743,145.462859,eno,,MRT
1477,CL,Santiago,Line 3 Extension: Los Libertadores — Fernando Castillo Velasco,Extension,2012,2019,0.00,21.7,1,21.7,0,0,18.00,,85,1435,1,eno,1222570,CHP,2016,0.002517302027,3077.577939,141.8238682,0,0,0,0,1.137241556,3499.949524,161.2879965,eno,,MRT
1478,CL,Santiago,Line 8,initial,2025,2030,0,19,1,19,0,0,14,,90,1435,1,"https://www.bnamericas.com/en/news/santiago-metro-to-invest-us37bn-in-2-new-lines#:~:text=Metro%20de%20Santiago%20plans%20to,environmental%20approval%20by%20late%202024.",1691966.91,CHP,2028,0.002255218362,3815.754844,200.8292023,0,0,0,0,0.9291678283,3545.476641,186.6040338,pt,,MRT
1479,PT,Porto,Linha D,Extension,2021,2023,0,3.15,0.2444444444,0.77,0,2.38,3,,100,1435,1,https://www.railjournal.com/passenger/light-rail/porto-metro-awards-light-rail-construction-contracts/,106,EUR,2022,1.798205391,190.6097714,60.51103855,1,3.15,0.77,0,1.015482418,193.5608717,61.44789577,pt,,MRT
1480,BR,Sao Paulo,9 Esmeralda,extension,2013,2017,0,4.5,0,0,0,4.5,2,,100,1600,1,https://g1.globo.com/sao-paulo/noticia/obra-de-expansao-da-linha-9-da-cptm-atrasa-e-custara-mais-que-o-dobro-do-previsto.ghtml,790,BRL,2015,0.5028122288,397.2216607,88.27148017,0,0,0,0,1.151588005,457.4356997,101.6523777,pt,,Commuter Rail
1481,BR,Sao Paulo,Belo Horizonte Linha 2,Linha 2 + phase 1 Linha 3,2014,2020,0,13.8,0,0,0,13.8,8,,30,1435,0,https://swedsoft.se/wp-content/uploads/sites/5/2015/04/The-Rail-Market-in-Brazil-2014.pdf,2860,BRL,2017,0.4583882062,1310.99027,94.99929491,0,0,0,0,1.11351964,1459.813413,105.7835806,pt,,Light Rail
1482,BR,Sao Paulo,15 Prata,initial,2009,2014,0,15.3,0,0,15.3,0,11,,80,0,0,https://diariodotransporte.com.br/2019/04/22/obras-da-linha-15-prata-de-monotrilho-sao-retomadas-hoje-e-ao-custo-r-475-milhoes-para-finalizar-quatro-estacoes/,5200,BRL,2012,0.62277979,3238.454908,211.6637195,0,0,0,0,1.188819978,3849.939893,251.6300584,pt,,Monorail
1483,BR,Sao Paulo,Santos Tram,initial,2017,2022,0,8,0,0,0,8,14,,40,1600,1,https://anptrilhos.org.br/study-will-define-the-second-stretch-of-santos-tram-on-sao-paulo-coast/?lang=en,270,BRL,2020,0.4222429121,114.0055863,14.25069828,0,0,0,0,1.054614889,120.2319887,15.02899859,pt,,Tramway
1484,BR,Sao Paulo,17 Ouro Monorail,initial,2011,2014,0,17.7,0,0,17.7,0,18,,80,0,0,https://www.railway-technology.com/projects/sau-paulo-monorail/?cf-view,1400,BRL,2013,0.5877941028,822.9117439,46.49218892,0,0,0,0,1.171658006,964.1711328,54.47294536,pt,,Monorail
1485,US,Seattle,2 Line,East Link Blue Line,2016,2025,0.0,14.0,0.1,1.4,2.8,9.8,10,,90,1435,1,gpt,3680,USD,2021,1,3680,262.8571429,0,0,0,1,1.007292077,3706.834843,264.7739173,gpt,https://www.theurbanist.org/2023/08/11/the-east-link-light-rail-starter-line-is-officially-a-go/,Light Rail
1486,US,Seattle,First Hill Streetcar,Initial,2012,2016,0,4.037024464,0,0,0,4.037024464,10,,60,1435,1,"https://www.axios.com/local/seattle/2023/04/06/streetcar-seattle-future#:~:text=As%20of%202019%2C%20the%20city,from%20%24143.2%20million%20in%202015.'",285,USD,2014,1,285,70.59655015,0,0,0,1,1.152954912,328.5921499,81.39463927,pt,,Streetcar
1487,US,Seattle,Center City Connector,First Avenue Segment,2024,2027,0,1.855303745,0,0,0,1.855303745,4,,60,1435,1,https://seattlestreetcar.org/center-city-connector/,286,USD,2026,1,286,154.152656,0,0,0,1,0.9562614586,273.4907772,147.4102437,pt,,Streetcar
1488,US,Seattle,3 Line,West Seattle segment,2026,2030,0,7.56392,0.7355868386,5.56392,1,1,4,,90,1435,1,https://www.soundtransit.org/system-expansion/west-seattle-link-extension,4000,USD,2028,1,4000,528.8263229,0,0,0,1,0.9291678283,3716.671313,491.368406,pt,,Light Rail
1489,US,Seattle,3 Line,Everett Segment,2030,2037,0,26.2,0,0,13.1,13.1,6,,90,1435,1,"https://www.soundtransit.org/system-expansion/everett-link-extension#:~:text=Overview,the%20regional%20light%20rail%20network.",6500,USD,2034,1,6500,248.0916031,0,0,0,1,0.8457811542,5497.577502,209.8312024,pt,,Light Rail
1490,US,Seattle,3 Line,Ballard Segment,2026,2039,0,12.32,0.487012987,6,5.32,1,9,,90,1435,1,https://www.soundtransit.org/system-expansion/ballard-link-extension,8000,USD,2033,1,8000,649.3506494,0,0,0,1,0.8575338821,6860.271057,556.8401832,pt,,Light Rail
1491,US,Seattle,Lakewood to DuPont Sounder,,2040,2045,0,12.94499645,0,0,0,12.94499645,2,,90,1435,1,"https://www.soundtransit.org/system-expansion/dupont-sounder-extension/timeline-milestones#:~:text=Based%20on%20current%20revenue%20projections%20and%20cost,as%20the%20DuPont%20Sounder%20Extension%20opening%20date.",300,USD,2043,1,300,23.17497738,0,0,0,1,0.7529114994,225.8734498,17.44870697,pt,,Commuter Rail
1492,KR,Seoul,Myeonmok Line,,2021,2028,0,9.05,1,9.05,0,0,12,,90,1435,1,https://www.mcnews.co.kr/74601,9936000,KRW,2025,0.001202008643,11943.15788,1319.685954,1,9.05,9.05,0,0.9704095582,11589.75456,1280.635863,pt,,MRT
1493,KR,Seoul,Dongbuk Line,,2019,2025,0,13.4,1,13.4,0,0,16,,90,1435,1,https://www.mcnews.co.kr/74601,1593600,KRW,2022,0.001202008643,1915.520974,142.9493264,1,13.4,13.4,0,1.015482418,1945.177871,145.1625277,pt,,MRT
1494,KR,Seoul,Line 11,Mokdong Line,2022,2025,0,9.1,1,9.1,0,0,12,,90,1435,1,https://blog.naver.com/paran_june/222007161990,1170000,KRW,2024,0.001202008643,1406.350113,154.5439684,1,9.1,9.1,0,0.9849825932,1385.230381,152.2231188,pt,,MRT
1495,KR,Seoul,Gangbukhoengdan Line,,2025,2027,0,25.72,0,,0,25.72,19,,90,1435,1,https://news.mtn.co.kr/news-detail/2023061317164018496,2054600,KRW,2026,0.001202008643,2469.646959,96.02048829,1,25.72,0,0,0.9562614586,2361.628203,91.82069219,pt,,MRT
1496,KR,Seoul,Seobu Line,Western Line,2021,2026,0,16.23,0,,0,16.23,16,,90,1435,1,https://www.engdaily.com/news/articleView.html?idxno=14600,1520000,KRW,2024,0.001202008643,1827.053138,112.5725901,1,16.23,0,0,0.9849825932,1799.615538,110.8820418,pt,,MRT
1497,KR,Seoul,Seobu Line,Southern Extension,2023,2026,0,1.72,1,1.72,0,0,16,,90,1435,0,https://www.engdaily.com/news/articleView.html?idxno=14600,133000,KRW,2025,0.001202008643,159.8671496,92.9460172,1,1.72,1.72,0,0.9704095582,155.13661,90.19570348,pt,,MRT
1498,KR,Seoul,Nangok Line,,2020,2022,0,4.08,1,4.08,0,0,5,,70,1435,0,https://m.blog.naver.com/zoakill/221037340470,308500,KRW,2021,0.001170828447,361.200576,88.52955293,1,4.08,4.08,0,1.007292077,363.8344783,89.17511724,pt,,MRT
1499,KR,Seoul,Wirye–Sinsa Line,,2023,2028,0,14.7,1,14.7,0,0,12,,70,1700,0,"https://www.hankyung.com/article/2023112133691#:~:text=%EC%9C%84%EB%A1%80%EC%8B%A0%EC%82%AC%EC%84%A0%EC%9D%80%20%EC%9C%84%EB%A1%80,%EB%8F%84%EB%A1%9D%20%EC%B6%94%EC%A7%84%EB%90%98%EC%A7%80%20%EC%95%8A%EA%B3%A0%20%EC%9E%88%EB%8B%A4.",1159700,KRW,2026,0.001202008643,1393.969424,94.82785196,1,14.7,14.7,0,0.9562614586,1332.999235,90.68022003,pt,,MRT
1500,DZ,Setif,Tramway de Sétif,,2014,2018,0,22.4,0,0,0,22.4,30,,70,1435,1,https://oxfordbusinessgroup.com/reports/algeria/2015-report/economy/urban-connections-a-series-of-urban-transport-projects-are-set-to-provide-welcome-relief-to-traffic-congestion-issues,38000,DZD,2016,0.02691355367,1022.715039,45.6569214,0,0,0,0,1.137241556,1163.074042,51.92294832,pt,,Tramway
1501,ES,Seville,Line 2,Initial,2011,2017,0,13.57,0.7111274871,9.65,0,3.92,18,,80,1435,1,"https://www.railway-technology.com/projects/seville-metro/#:~:text=Seville%20Metro%20future&text=Line%202%20of%20the%20Seville,Cartuja%2C%20Tamarguillo%20and%20Reina%20Mercedes.","1,320",EUR,2014,1.509755284,1992.876975,146.8590254,1,13.57,9.65,0,1.152954912,2297.697297,169.3218347,pt,https://www.diariodesevilla.es/sevilla/construccion-linea-1-Metro-Sevilla_0_1341766366.html,Light Rail
1502,UK,Sheffield,Supertram,,1991,1994,0,29,0,0,0,29,29,,50,1435,1,https://publications.parliament.uk/pa/cm200405/cmselect/cmpubacc/440/44007.htm,241,GBP,1993,1.522888249,367.016068,12.65572648,0,0,0,1,1.888899198,693.2563564,23.9053916,pt,,Tramway
1503,CN,Shenzhen,Yunba Line 1,Phase 1,2021,2024,0,8.506,0,0,8.506,0,11,,80,1,0,http://fgw.sz.gov.cn/zwgk/qt/tzgg/content/post_9993758.html,1906.237,CNY,2023,0.2486408669,473.9684201,55.72165767,0,0,0,0,1,473.9684201,55.72165767,pt,,Monorail
1504,CN,Shenzhen,Yunba Line 1,Phase 2,2023,2025,0,13.9,0,0,13.9,0,15,,80,1,0,http://fgw.sz.gov.cn/zwgk/qt/tzgg/content/post_9993758.html,3083,CNY,2024,0.2486408669,766.5597925,55.14818651,0,0,0,0,0.9849825932,755.0480523,54.32000376,pt,,Monorail
1505,DZ,Sidi Bel Abbes,Tramway de Sidi Bel Abbès,,2014,2017,0,13.8,0,0,0,13.8,22,,70,1435,1,https://www.urban-transport-magazine.com/en/new-tram-systems-in-algeria-further-projects-are-planned/,28200,DZD,2016,0.02691355367,758.9622134,54.99726184,0,0,0,0,1.137241556,863.1233683,62.54517161,pt,,Tramway
1506,SG,Singapore,Punggol LRT,,2000,2005,0,10.3,0,0,10.3,0,14,,70,1435,0,http://eresources.nlb.gov.sg/newspapers/Digitised/Article/straitstimes19990521-1.2.2,354,SGD,2003,1.179766996,417.6375166,40.54733171,0,0,0,1,1.483401816,619.5242504,60.14798547,pt,,MRT
1507,SG,Singapore,Jurong Region Line,Phase 1a,2022,2023,0,0.7,0,0,0.7,0,1,,70,1435,0,"https://www.lta.gov.sg/content/ltagov/en/newsroom/2022/5/news-releases/LTA_awards_2_contracts_for_JRL.html#:~:text=The%20Land%20Transport%20Authority%20(LTA,Hwa%20Seng%20Builder%20Pte%20Ltd.",148,SGD,2023,1.117378455,165.3720114,236.2457305,0,0,0,1,1,165.3720114,236.2457305,pt,,MRT
1508,SG,Singapore,Jurong Region Line,Phase 1b,2027,2029,0,1.5,0,0,1.5,0,2,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2021/5/news-releases/lta-awards-civil-contract-to-construct-two-stations-for-the-juro.html,241,SGD,2028,1.117378455,269.2882077,179.5254718,0,0,0,1,0.9291678283,250.2139391,166.8092928,pt,,MRT
1509,SG,Singapore,Jurong Region Line,Phase 2a,2023,2025,0,3.6,0,0,3.6,0,3,,70,1435,0,https://www.lta.gov.sg/content/dam/ltagov/news/press/2020/200717_JRL%20stations%20details%20under%20Contract%20J109_AnnexA.pdf,320.4,SGD,2024,1.117378455,358.008057,99.44668251,0,0,0,1,0.9849825932,352.6317044,97.95325123,pt,,MRT
1510,SG,Singapore,Jurong Region Line,Phase 2b,2024,2026,0,4.3,0,0,4.3,0,3,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2019/9/2/lta-awards-civil-contracts-to-construct-five-stations-for-the-jurong-region-line.html,465.2,SGD,2025,1.117378455,519.8044573,120.8847575,0,0,0,1,0.9704095582,504.4232138,117.3077241,pt,,MRT
1511,SG,Singapore,Jurong Region Line,Phase 2b,2024,2026,0,3.4,0,0,3.4,0,0,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2019/9/2/lta-awards-civil-contracts-to-construct-five-stations-for-the-jurong-region-line.html,274.3,SGD,2025,1.117378455,306.4969102,90.14615007,0,0,0,1,0.9704095582,297.4275313,87.47868566,pt,,MRT
1512,SG,Singapore,Jurong Region Line,Phase 3a,2024,2026,0,0.8,0,0,0.8,0,0,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2020/2/news-releases/lta-awards-three-civil-contracts-to-construct-four-stations-for-.html,172,SGD,2025,1.117378455,192.1890943,240.2363679,0,0,0,1,0.9704095582,186.5021341,233.1276676,pt,,MRT
1513,SG,Singapore,Jurong Region Line,Phase 3b,2024,2026,0,1.3,0,0,1.3,0,2,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2020/2/news-releases/lta-awards-three-civil-contracts-to-construct-four-stations-for-.html,226.6,SGD,2025,1.117378455,253.1979579,194.76766,0,0,0,1,0.9704095582,245.7057185,189.0043988,pt,,MRT
1514,SG,Singapore,Jurong Region Line,Phase 3c,2024,2026,0,0.5,0,0,0.5,0,1,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2020/2/news-releases/lta-awards-three-civil-contracts-to-construct-four-stations-for-.html,197.4,SGD,2025,1.117378455,220.570507,441.1410141,0,0,0,1,0.9704095582,214.0437283,428.0874566,pt,,MRT
1515,SG,Singapore,Jurong Region Line,All Phases,2021,2029,0,24,0,0,24,0,24,,70,1435,0,https://www.zaobao.com.sg/news/singapore/story20230114-1353176,3800,SGD,2025,1.117378455,4246.03813,176.9182554,0,0,0,1,0.9704095582,4120.395985,171.6831661,pt,,MRT
1516,SG,Singapore,Cross Island Line,All Phases,2024,2032,0,58,1,58,0,0,21,,70,1435,0,https://www.zaobao.com.sg/news/singapore/story20230114-1353176,40700,SGD,2028,1.117378455,45477.30312,784.0914332,0,0,0,1,0.9291678283,42256.04698,728.5525342,pt,,MRT
1517,SG,Singapore,Punggol (CPe),Phase 2 -- extension,2023,2026,0,4.3,1,4.3,0,0,1,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2022/9/news-releases/lta-awards-civil-contracts-cpe-riveria.html,1100,SGD,2025,1.117378455,1229.116301,285.8410002,0,0,0,1,0.9704095582,1192.746206,277.3828387,pt,,MRT
1518,SG,Singapore,North-East Line (NEL),initial,1985,1990,0,20,1,20,0,0,16,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2022/9/news-releases/lta-awards-civil-contracts-cpe-riveria.html,5000,SGD,1988,1.030927835,5154.639175,257.7319588,0,0,0,1,2.307235284,11892.96538,594.648269,pt,,MRT
1519,SG,Singapore,Downtown MRT Line,Stage 2,2010,2016,0,16.6,1,16.6,0,0,12,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2022/9/news-releases/lta-awards-civil-contracts-cpe-riveria.html,8715,SGD,2013,1.164392414,10147.67989,611.3060175,0,0,0,1,1.171658006,11889.61038,716.2415894,pt,,MRT
1520,SG,Singapore,Downtown MRT Line,Stage 3,2015,2017,0,19,1,19,0,0,15,,70,1435,0,https://www.lta.gov.sg/content/ltagov/en/newsroom/2022/9/news-releases/lta-awards-civil-contracts-cpe-riveria.html,9975,SGD,2016,1.138555355,11357.08967,597.7415616,0,0,0,1,1.137241556,12915.75433,679.7765434,pt,,MRT
1521,US,St. Louis,Loop Trolley,Loop Trolley,2014,2018,0,3.313306201,0,0,0,3.313306201,10,,105,1435,1,,51,USD,2016,1,51,15.39248017,0,0,0,1,1.137241556,57.99931934,17.5049681,pt,,Streetcar
1522,US,St. Louis,Northside-Southside Metrolink,,2025,2028,0,12.15321229,0,0,0,12.15321229,16,,105,1435,1,https://www.ewgateway.org/library-post/northside-southside-metrolink-corridor-study-2018/,667,USD,2027,1,667,54.88260915,0,0,0,1,0.9425199756,628.6608238,51.72795544,pt,,Light Rail
1523,US,St. Louis,Red Line,Mid-America Airport Extension,2023,2025,0,8.4,0,0,0,8.4,1,,105,1435,1,https://www.stltoday.com/news/local/govt-and-politics/illinois-to-pay-for-long-sought-metrolink-extension-to-midamerica/article_473ea616-75fc-57d1-a131-6ae83a69eea2.html,96,USD,2024,1,96,11.42857143,0,0,0,1,0.9849825932,94.55832895,11.25694392,pt,,Light Rail
1524,US,St. Louis,Red Line,Initial,2000,2003,0,5.6,0,0,0,5.6,4,,105,1435,1,https://www.stltoday.com/news/local/govt-and-politics/illinois-to-pay-for-long-sought-metrolink-extension-to-midamerica/article_473ea616-75fc-57d1-a131-6ae83a69eea2.html,75,USD,2002,1,75,13.39285714,0,0,0,1,1.517209194,113.7906896,20.319766,pt,,Light Rail
1525,FR,Strasbourg,Tramway C,extension,2005,2007,0,5,0,0,0,5,8,,60.00,1435,1,https://www.railway-technology.com/projects/strasbourg/?cf-view,168.440678,EUR,2006,1.117636869,188.2555119,37.65110237,0,0,0,0,1.353898482,254.8788518,50.97577037,pt,,Tramway
1526,FR,Strasbourg,Tramway C,extension,2005,2007,0,5,0,0,0,5,7,,60.00,1435,1,https://www.railway-technology.com/projects/strasbourg/?cf-view,168.440678,EUR,2006,1.117636869,188.2555119,37.65110237,0,0,0,0,1.353898482,254.8788518,50.97577037,pt,,Tramway
1527,FR,Strasbourg,Tramway D,extension,2006,2007,0,1.8,0,0,0,1.8,3,,60.00,1435,1,https://www.railway-technology.com/projects/strasbourg/?cf-view,60.63864407,EUR,2007,1.125291028,68.23612214,37.90895675,0,0,0,0,1.316404463,89.82633569,49.90351983,pt,,Tramway
1528,FR,Strasbourg,Tramway C,initial,1998,2000,0,5,0,0,0,5,10,,60.00,1435,1,https://www.metrostrasbourg.fr/%C3%A9tude-impact-%C3%A9valuation,113.1,EUR,1999,1.049625231,118.7126137,23.74252273,0,0,0,0,1.638330937,194.4905475,38.89810951,pt,,Tramway
1529,FR,Strasbourg,Tramway A,initial,1988,1994,0,9.8,0.1428571429,1.4,0,8.4,18,,60.00,1435,1,https://www.metrostrasbourg.fr/%C3%A9tude-impact-%C3%A9valuation,292.6829268,EUR,1991,0.9836788013,287.9059906,29.37816231,0,0,0,0,2.004008326,576.9660025,58.87408188,pt,https://sites.google.com/site/metrotramrer/technique/1992-comparaison-metro-val-tram,Tramway
1530,RO,Bucharest,M4,Gara Progresu,2017,2023,0,11.92,1,11.92,0,0,19,,85,1432,0,https://tunnelbuilder.com/News/Line-4-Metro-Bucharest-Preliminary-design-update-.aspx,"7,456",RON,2020,0.6019650547,4488.203291,376.5271217,0,0,0,0,1.054614889,4733.326016,397.0911087,pt,http://www.metrorex.ro/Resurse/RaportActivitate/Metrorex%20eng%202018.pdf,MRT
1531,RO,Bucharest,M3,initial,2008,2020,0,16,0.53,8.48,7.52,0,19,,85,1432,0,https://www.khl.com/news/sofia-metro-addition-to-cost-680-million/1087751.article,"3,380",RON,2014,0.614109535,2075.763922,129.7352451,0,0,0,0,1.152954912,2393.26221,149.5788881,pt,http://www.metrorex.ro/Resurse/RaportActivitate/Metrorex%20eng%202018.pdf,MRT
1532,PL,Gdansk,Nowa Warszawska,Ujescisk- Przemyska,2021,2023,0,1.7,0,0,0,1.7,2,,60,1000,1,Wiki,600,PLN,2022,0.5297853257,317.8711954,186.9830561,0,0,0,0,1.015482418,322.7926102,189.878006,pt,https://www.transport-publiczny.pl/mobile/rusza-drazenie-tuneli-w-lodzi-tunele-wykonaja-katarzyna-i-faustyna-67079.html,Tramway
